"","orig.ident","nCount_RNA","nFeature_RNA","uniqueID","embryo","pos","z","x_global","y_global","x_global_affine","y_global_affine","embryo_pos","embryo_pos_z","Area","UMAP1","UMAP2","celltype_mapped_refined"
"embryo1_Pos19_cell258_z2","embryo1",75,52,"embryo1_Pos19_cell258_z2","embryo1","Pos19",2,1599.54595477764,1466.22610183647,0.138849458588254,0.925665133967115,"embryo1_Pos19","embryo1_Pos19_2",3536,3.0028479757647,-4.10323825743836,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell259_z2","embryo1",190,111,"embryo1_Pos19_cell259_z2","embryo1","Pos19",2,1599.90616210937,1469.11078822545,0.150469049934401,1.01871953361159,"embryo1_Pos19","embryo1_Pos19_2",5600,1.50092065774331,-4.0845993922435,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell260_z2","embryo1",303,154,"embryo1_Pos19_cell260_z2","embryo1","Pos19",2,1600.30856190557,1472.96502566588,0.163449688521361,1.14304977362551,"embryo1_Pos19","embryo1_Pos19_2",10672,-4.16443428653605,-4.482026992251,"Haematoendothelial progenitors"
"embryo1_Pos19_cell261_z2","embryo1",80,58,"embryo1_Pos19_cell261_z2","embryo1","Pos19",2,1600.02657962155,1467.01525826062,0.154353485811029,0.951121792810717,"embryo1_Pos19","embryo1_Pos19_2",3696,2.88948201863766,-0.122717497877202,"Surface ectoderm"
"embryo1_Pos19_cell262_z2","embryo1",65,43,"embryo1_Pos19_cell262_z2","embryo1","Pos19",2,1600.06757098413,1465.32383179193,0.155675787829665,0.896559648659583,"embryo1_Pos19","embryo1_Pos19_2",4048,2.58019695784818,-4.13848602119291,"Allantois"
"embryo1_Pos19_cell263_z2","embryo1",147,101,"embryo1_Pos19_cell263_z2","embryo1","Pos19",2,1600.15585742187,1478.06549804688,0.158523737434408,1.30758114075445,"embryo1_Pos19","embryo1_Pos19_2",4000,-4.54483852191848,-4.67489674050972,"Haematoendothelial progenitors"
"embryo1_Pos19_cell264_z2","embryo1",199,126,"embryo1_Pos19_cell264_z2","embryo1","Pos19",2,1600.54221575752,1479.88668897675,0.170986909551914,1.36632923526664,"embryo1_Pos19","embryo1_Pos19_2",7216,2.42652555688604,-4.13515800422407,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell265_z2","embryo1",68,55,"embryo1_Pos19_cell265_z2","embryo1","Pos19",2,1600.34315529848,1480.86902794471,0.164565604421583,1.39801758907176,"embryo1_Pos19","embryo1_Pos19_2",4992,-6.75505318675874,-1.28313901883606,"Erythroid"
"embryo1_Pos19_cell266_z2","embryo1",345,165,"embryo1_Pos19_cell266_z2","embryo1","Pos19",2,1600.89046194579,1477.13382226092,0.182220657560755,1.27752708314313,"embryo1_Pos19","embryo1_Pos19_2",13296,1.87929704283003,-4.21110323138746,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell267_z2","embryo1",105,77,"embryo1_Pos19_cell267_z2","embryo1","Pos19",2,1600.46788965204,1470.52940948599,0.168589293246214,1.06448150975814,"embryo1_Pos19","embryo1_Pos19_2",4336,-4.02154532042165,-4.34463817515158,"Haematoendothelial progenitors"
"embryo1_Pos19_cell268_z2","embryo1",318,141,"embryo1_Pos19_cell268_z2","embryo1","Pos19",2,1600.96192100019,1467.83692364312,0.184525788347806,0.977627127730088,"embryo1_Pos19","embryo1_Pos19_2",11824,1.93065271972296,-3.83561368456451,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell269_z2","embryo1",389,174,"embryo1_Pos19_cell269_z2","embryo1","Pos19",2,1600.72081091979,1475.09063210863,0.176748043818655,1.21161772339168,"embryo1_Pos19","embryo1_Pos19_2",13408,-3.89091802261611,-4.31498354192544,"Haematoendothelial progenitors"
"embryo1_Pos19_cell27_z2","embryo1",338,168,"embryo1_Pos19_cell27_z2","embryo1","Pos19",2,1580.78100932646,1471.8362492488,-0.466471362417664,1.10663763113907,"embryo1_Pos19","embryo1_Pos19_2",13520,4.87767201338252,-5.45113512366677,"Cardiomyocytes"
"embryo1_Pos19_cell270_z2","embryo1",257,133,"embryo1_Pos19_cell270_z2","embryo1","Pos19",2,1600.91192764626,1479.00186684974,0.182913099511474,1.33778658600821,"embryo1_Pos19","embryo1_Pos19_2",8512,2.35271063760774,-4.01156282673872,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell271_z2","embryo1",230,125,"embryo1_Pos19_cell271_z2","embryo1","Pos19",2,1600.76474866365,1471.87190326891,0.178165390394931,1.10778776082024,"embryo1_Pos19","embryo1_Pos19_2",6080,-5.2454012616768,-4.96189329154971,"Endothelium"
"embryo1_Pos19_cell272_z2","embryo1",272,134,"embryo1_Pos19_cell272_z2","embryo1","Pos19",2,1600.92852649939,1465.94781041041,0.183448546386373,0.916687991191125,"embryo1_Pos19","embryo1_Pos19_2",10992,1.75467553996028,-4.07872514677914,"Intermediate mesoderm"
"embryo1_Pos19_cell274_z2","embryo1",100,67,"embryo1_Pos19_cell274_z2","embryo1","Pos19",2,1600.88612032158,1463.37952966025,0.182080605166959,0.833840225056768,"embryo1_Pos19","embryo1_Pos19_2",6880,3.29223913614142,-0.417035321359332,"Surface ectoderm"
"embryo1_Pos19_cell275_z2","embryo1",280,136,"embryo1_Pos19_cell275_z2","embryo1","Pos19",2,1601.26860508842,1469.38124292242,0.194418823451976,1.02744387867538,"embryo1_Pos19","embryo1_Pos19_2",10928,1.73229981006746,-4.21866035254827,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell276_z2","embryo1",244,138,"embryo1_Pos19_cell276_z2","embryo1","Pos19",2,1601.5585933053,1464.52509489911,0.203773282061,0.870793942439327,"embryo1_Pos19","embryo1_Pos19_2",8784,1.62349553136287,-4.1713490341592,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell277_z2","embryo1",273,142,"embryo1_Pos19_cell277_z2","embryo1","Pos19",2,1601.8783597829,1471.05663642602,0.214088329725563,1.08148883040433,"embryo1_Pos19","embryo1_Pos19_2",13024,-5.03052350816904,-5.18615737597054,"Endothelium"
"embryo1_Pos19_cell278_z2","embryo1",184,112,"embryo1_Pos19_cell278_z2","embryo1","Pos19",2,1601.71710191723,1473.45618236717,0.208886463090863,1.15889353818333,"embryo1_Pos19","embryo1_Pos19_2",7312,-5.28099804683859,-4.93743021492826,"Endothelium"
"embryo1_Pos19_cell279_z2","embryo1",61,48,"embryo1_Pos19_cell279_z2","embryo1","Pos19",2,1601.49991435905,1461.7651507792,0.201880412827073,0.781763486958631,"embryo1_Pos19","embryo1_Pos19_2",3056,2.96759712499967,0.183810114712874,"Surface ectoderm"
"embryo1_Pos19_cell28_z2","embryo1",216,121,"embryo1_Pos19_cell28_z2","embryo1","Pos19",2,1580.66675927173,1473.14392791397,-0.470156848054103,1.14882081388663,"embryo1_Pos19","embryo1_Pos19_2",8352,4.66414935562575,-5.08432515527529,"Cardiomyocytes"
"embryo1_Pos19_cell280_z2","embryo1",88,69,"embryo1_Pos19_cell280_z2","embryo1","Pos19",2,1601.51358446663,1474.55478093654,0.202321384039344,1.19433220171123,"embryo1_Pos19","embryo1_Pos19_2",2592,1.1962479040631,-3.35513214994696,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell281_z2","embryo1",37,35,"embryo1_Pos19_cell281_z2","embryo1","Pos19",2,1601.68298982319,1461.01449424342,0.207786072960715,0.757548759997867,"embryo1_Pos19","embryo1_Pos19_2",2432,2.88006367818599,0.594000245786383,"Surface ectoderm"
"embryo1_Pos19_cell282_z2","embryo1",122,83,"embryo1_Pos19_cell282_z2","embryo1","Pos19",2,1601.94350071957,1462.5104402241,0.216189650263352,0.805805081955107,"embryo1_Pos19","embryo1_Pos19_2",4864,1.96222573287554,-3.77437321255038,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell283_z2","embryo1",132,82,"embryo1_Pos19_cell283_z2","embryo1","Pos19",2,1601.89262511055,1466.51443377801,0.214548501585348,0.93496616433935,"embryo1_Pos19","embryo1_Pos19_2",4240,-4.93352103320839,-4.95612262432284,"Endothelium"
"embryo1_Pos19_cell284_z2","embryo1",190,115,"embryo1_Pos19_cell284_z2","embryo1","Pos19",2,1602.55842113637,1463.42475323185,0.236025792740826,0.835299049947267,"embryo1_Pos19","embryo1_Pos19_2",10704,-4.48444998371489,-4.49025184072838,"Haematoendothelial progenitors"
"embryo1_Pos19_cell285_z2","embryo1",240,134,"embryo1_Pos19_cell285_z2","embryo1","Pos19",2,1602.22160915799,1472.36272243924,0.225160890212187,1.12362063728223,"embryo1_Pos19","embryo1_Pos19_2",5760,-4.11275946016782,-4.2176790410881,"Haematoendothelial progenitors"
"embryo1_Pos19_cell286_z2","embryo1",204,115,"embryo1_Pos19_cell286_z2","embryo1","Pos19",2,1602.20006078603,1475.32001853476,0.224465781439505,1.21901728552486,"embryo1_Pos19","embryo1_Pos19_2",6272,2.09117807696363,-3.92997776791218,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell287_z2","embryo1",231,124,"embryo1_Pos19_cell287_z2","embryo1","Pos19",2,1602.11441476004,1476.89858136858,0.221703006407616,1.26993866726114,"embryo1_Pos19","embryo1_Pos19_2",7168,2.87924898187578,-4.30680625358334,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell288_z2","embryo1",101,66,"embryo1_Pos19_cell288_z2","embryo1","Pos19",2,1602.53878730262,1474.25834477832,0.235392443264793,1.18476974499473,"embryo1_Pos19","embryo1_Pos19_2",4528,-5.37950949403798,-5.12878799814813,"Endothelium"
"embryo1_Pos19_cell289_z2","embryo1",223,126,"embryo1_Pos19_cell289_z2","embryo1","Pos19",2,1602.3649719619,1467.77729248554,0.229785496789908,0.975703542001845,"embryo1_Pos19","embryo1_Pos19_2",7696,-3.42784538490623,-4.00209703689593,"Intermediate mesoderm"
"embryo1_Pos19_cell29_z2","embryo1",365,158,"embryo1_Pos19_cell29_z2","embryo1","Pos19",2,1580.22937320497,1474.93447109177,-0.484266076014158,1.20658027123505,"embryo1_Pos19","embryo1_Pos19_2",9488,3.6357523958193,-4.4757701883934,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell290_z2","embryo1",143,94,"embryo1_Pos19_cell290_z2","embryo1","Pos19",2,1602.43031204578,1465.32727334666,0.231893241431493,0.896670666553867,"embryo1_Pos19","embryo1_Pos19_2",5504,-5.20586853386647,-4.76690069703077,"Endothelium"
"embryo1_Pos19_cell291_z2","embryo1",339,157,"embryo1_Pos19_cell291_z2","embryo1","Pos19",2,1602.67804798244,1461.51178267961,0.239884723259145,0.773590322455476,"embryo1_Pos19","embryo1_Pos19_2",7760,1.64008741659128,-4.35480602621331,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell293_z2","embryo1",60,49,"embryo1_Pos19_cell293_z2","embryo1","Pos19",2,1602.66654459635,1458.83808826265,0.239513646288565,0.687342115456829,"embryo1_Pos19","embryo1_Pos19_2",5376,2.83108058081924,-0.0770672394891323,"Surface ectoderm"
"embryo1_Pos19_cell294_z2","embryo1",315,150,"embryo1_Pos19_cell294_z2","embryo1","Pos19",2,1603.32848974414,1460.31947251283,0.260866715571915,0.73512870417234,"embryo1_Pos19","embryo1_Pos19_2",11984,2.28594243092018,-4.29939629488377,"Intermediate mesoderm"
"embryo1_Pos19_cell295_z2","embryo1",90,62,"embryo1_Pos19_cell295_z2","embryo1","Pos19",2,1602.81927020733,1473.32337364784,0.244440278900754,1.15460938594676,"embryo1_Pos19","embryo1_Pos19_2",3328,-5.53750445276008,-5.31991312711954,"Endothelium"
"embryo1_Pos19_cell297_z2","embryo1",286,141,"embryo1_Pos19_cell297_z2","embryo1","Pos19",2,1603.22766679687,1475.67762617188,0.257614362434403,1.23055301575445,"embryo1_Pos19","embryo1_Pos19_2",10000,3.30641151006914,-4.56061702038177,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell298_z2","embryo1",263,135,"embryo1_Pos19_cell298_z2","embryo1","Pos19",2,1603.15395717575,1470.71521724437,0.255236632720802,1.07047530841555,"embryo1_Pos19","embryo1_Pos19_2",6704,-4.11205431908224,-4.53637303638579,"Haematoendothelial progenitors"
"embryo1_Pos19_cell30_z2","embryo1",104,65,"embryo1_Pos19_cell30_z2","embryo1","Pos19",2,1580.29889663877,1468.81233691792,-0.48202338460117,1.00909207207856,"embryo1_Pos19","embryo1_Pos19_2",4048,5.02761250512817,-5.35138451374745,"Cardiomyocytes"
"embryo1_Pos19_cell300_z2","embryo1",168,99,"embryo1_Pos19_cell300_z2","embryo1","Pos19",2,1603.62773632812,1471.80967382812,0.270519831184401,1.10578035950444,"embryo1_Pos19","embryo1_Pos19_2",8000,-5.12761139306004,-5.28224876086019,"Endothelium"
"embryo1_Pos19_cell301_z2","embryo1",54,45,"embryo1_Pos19_cell301_z2","embryo1","Pos19",2,1603.40727351262,1462.16208120493,0.26340812745844,0.794567694240023,"embryo1_Pos19","embryo1_Pos19_2",3328,-5.0877265340422,-4.17450565210352,"Endothelium"
"embryo1_Pos19_cell302_z2","embryo1",56,41,"embryo1_Pos19_cell302_z2","embryo1","Pos19",2,1603.56710164581,1469.41247153621,0.268563873690326,1.02845125331369,"embryo1_Pos19","embryo1_Pos19_2",3376,2.76135960801986,-3.95919852648871,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell303_z2","embryo1",203,111,"embryo1_Pos19_cell303_z2","embryo1","Pos19",2,1603.77375676082,1459.21342898638,0.275230167722867,0.69944988073842,"embryo1_Pos19","embryo1_Pos19_2",4992,1.31942801482869,-4.45587464955226,"Intermediate mesoderm"
"embryo1_Pos19_cell304_z2","embryo1",124,82,"embryo1_Pos19_cell304_z2","embryo1","Pos19",2,1603.87133404589,1470.17213067483,0.278377822080074,1.05295638681743,"embryo1_Pos19","embryo1_Pos19_2",4064,1.67482238539441,-3.93132073515144,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell305_z2","embryo1",226,132,"embryo1_Pos19_cell305_z2","embryo1","Pos19",2,1603.67279134844,1458.01015208976,0.271973218936644,0.660634496976421,"embryo1_Pos19","embryo1_Pos19_2",7136,2.62766489387681,-3.86663274645531,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell306_z2","embryo1",203,128,"embryo1_Pos19_cell306_z2","embryo1","Pos19",2,1603.64208150724,1473.44642125572,0.270982578897822,1.1585786636203,"embryo1_Pos19","embryo1_Pos19_2",6560,2.82194528326204,-0.686118056780189,"Allantois"
"embryo1_Pos19_cell307_z2","embryo1",142,87,"embryo1_Pos19_cell307_z2","embryo1","Pos19",2,1603.94659140884,1455.54672786889,0.280805478949304,0.581169199529278,"embryo1_Pos19","embryo1_Pos19_2",9664,3.330264432301,-0.768749852451386,"Surface ectoderm"
"embryo1_Pos19_cell309_z2","embryo1",129,87,"embryo1_Pos19_cell309_z2","embryo1","Pos19",2,1604.22747020232,1474.61286683694,0.289866085190816,1.19620594043393,"embryo1_Pos19","embryo1_Pos19_2",6240,3.32110324871369,-4.56629344568786,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell31_z2","embryo1",170,107,"embryo1_Pos19_cell31_z2","embryo1","Pos19",2,1580.54537341268,1478.568170758,-0.474072520926796,1.32379638950027,"embryo1_Pos19","embryo1_Pos19_2",4784,-1.72734799415703,-1.47417189473234,"Splanchnic mesoderm"
"embryo1_Pos19_cell310_z2","embryo1",108,77,"embryo1_Pos19_cell310_z2","embryo1","Pos19",2,1604.05095563616,1461.58053152902,0.284172066927496,0.775808027275183,"embryo1_Pos19","embryo1_Pos19_2",3472,-2.70778533583353,-3.12640204852318,"Haematoendothelial progenitors"
"embryo1_Pos19_cell311_z2","embryo1",176,89,"embryo1_Pos19_cell311_z2","embryo1","Pos19",2,1604.51181130689,1453.89849093851,0.299038378886479,0.528000266290924,"embryo1_Pos19","embryo1_Pos19_2",11184,3.33279932292025,-0.489742753330589,"Surface ectoderm"
"embryo1_Pos19_cell312_z2","embryo1",316,147,"embryo1_Pos19_cell312_z2","embryo1","Pos19",2,1604.77464413741,1456.76575192633,0.307516857290373,0.620492556220839,"embryo1_Pos19","embryo1_Pos19_2",11664,2.83969643978111,-4.00243726081587,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell313_z2","embryo1",167,104,"embryo1_Pos19_cell313_z2","embryo1","Pos19",2,1604.42021584024,1472.17559689892,0.296083686413994,1.11758432952995,"embryo1_Pos19","embryo1_Pos19_2",6272,-3.58681378703601,-4.16329604933173,"Haematoendothelial progenitors"
"embryo1_Pos19_cell314_z2","embryo1",171,99,"embryo1_Pos19_cell314_z2","embryo1","Pos19",2,1604.81348476361,1473.71326976845,0.308769780716062,1.16718668016013,"embryo1_Pos19","embryo1_Pos19_2",6192,2.87119232824631,-4.37440688568594,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell315_z2","embryo1",282,145,"embryo1_Pos19_cell315_z2","embryo1","Pos19",2,1605.01637322386,1458.32040968219,0.31531456975641,0.670642806409788,"embryo1_Pos19","embryo1_Pos19_2",9888,1.90447364693238,-4.15602804093114,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell316_z2","embryo1",191,128,"embryo1_Pos19_cell316_z2","embryo1","Pos19",2,1604.75293621532,1470.13812484333,0.306816601739222,1.05185942451113,"embryo1_Pos19","embryo1_Pos19_2",5984,-3.56541299496076,-3.96630767298452,"Intermediate mesoderm"
"embryo1_Pos19_cell317_z2","embryo1",137,87,"embryo1_Pos19_cell317_z2","embryo1","Pos19",2,1604.76301174989,1460.21368088429,0.30714161898338,0.73171607099362,"embryo1_Pos19","embryo1_Pos19_2",7024,1.99653862057574,-3.9494154151567,"Intermediate mesoderm"
"embryo1_Pos19_cell318_z2","embryo1",158,98,"embryo1_Pos19_cell318_z2","embryo1","Pos19",2,1605.29184896823,1471.43360191276,0.324200884090935,1.09364900739579,"embryo1_Pos19","embryo1_Pos19_2",5264,-5.49168959716447,-5.14446370546533,"Endothelium"
"embryo1_Pos19_cell319_z2","embryo1",201,96,"embryo1_Pos19_cell319_z2","embryo1","Pos19",2,1605.52945825609,1455.11131571107,0.331865699828477,0.567123646051058,"embryo1_Pos19","embryo1_Pos19_2",7552,1.31919695268322,-4.52813732349165,"Allantois"
"embryo1_Pos19_cell32_z2","embryo1",195,105,"embryo1_Pos19_cell32_z2","embryo1","Pos19",2,1581.43984272395,1460.51190072379,-0.445218672176225,0.741336065816249,"embryo1_Pos19","embryo1_Pos19_2",12944,-6.98817605180045,-0.867460782411741,"Erythroid"
"embryo1_Pos19_cell320_z2","embryo1",90,67,"embryo1_Pos19_cell320_z2","embryo1","Pos19",2,1605.34836363181,1472.51504699185,0.326023937754911,1.12853433252796,"embryo1_Pos19","embryo1_Pos19_2",3744,-4.44038652563557,-4.4128493532356,"Haematoendothelial progenitors"
"embryo1_Pos19_cell321_z2","embryo1",79,55,"embryo1_Pos19_cell321_z2","embryo1","Pos19",2,1605.45894915073,1459.44346018929,0.329591212558789,0.706870242122605,"embryo1_Pos19","embryo1_Pos19_2",3216,1.51833706446359,-4.50231445805927,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell322_z2","embryo1",227,109,"embryo1_Pos19_cell322_z2","embryo1","Pos19",2,1605.87176836911,1469.63730514384,0.342907961538764,1.03570395033389,"embryo1_Pos19","embryo1_Pos19_2",10272,-5.27612624106357,-5.31569350401465,"Endothelium"
"embryo1_Pos19_cell323_z2","embryo1",276,150,"embryo1_Pos19_cell323_z2","embryo1","Pos19",2,1606.14728168475,1473.43248335626,0.351795487849685,1.15812905396043,"embryo1_Pos19","embryo1_Pos19_2",9632,2.0847558804115,-3.88396510319118,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell324_z2","embryo1",163,97,"embryo1_Pos19_cell324_z2","embryo1","Pos19",2,1605.7300704153,1453.55647358141,0.338337059802825,0.51696744832023,"embryo1_Pos19","embryo1_Pos19_2",4864,3.12632598696234,-4.02184005379627,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell325_z2","embryo1",108,67,"embryo1_Pos19_cell325_z2","embryo1","Pos19",2,1605.90507297699,1456.38088043505,0.343982303728339,0.608077346824736,"embryo1_Pos19","embryo1_Pos19_2",5008,1.47820295763702,-4.25089284604354,"Allantois"
"embryo1_Pos19_cell326_z2","embryo1",71,49,"embryo1_Pos19_cell326_z2","embryo1","Pos19",2,1606.14296210204,1470.67688045591,0.35165614647196,1.06923863782018,"embryo1_Pos19","embryo1_Pos19_2",3408,-5.2864312262878,-5.27183799253509,"Endothelium"
"embryo1_Pos19_cell327_z2","embryo1",42,36,"embryo1_Pos19_cell327_z2","embryo1","Pos19",2,1606.02442382813,1458.89938476562,0.347832331184406,0.689319422004445,"embryo1_Pos19","embryo1_Pos19_2",3200,2.56397695297487,-3.82767968229186,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell328_z2","embryo1",93,63,"embryo1_Pos19_cell328_z2","embryo1","Pos19",2,1606.19688744638,1472.020474303,0.353395673708917,1.11258037482308,"embryo1_Pos19","embryo1_Pos19_2",4896,-4.85072571934792,-4.72655844940662,"Endothelium"
"embryo1_Pos19_cell329_z2","embryo1",202,107,"embryo1_Pos19_cell329_z2","embryo1","Pos19",2,1606.49758410098,1457.99138948811,0.363095565792612,0.660029251761905,"embryo1_Pos19","embryo1_Pos19_2",8576,2.30579456641404,-4.24388072101282,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell33_z2","embryo1",425,167,"embryo1_Pos19_cell33_z2","embryo1","Pos19",2,1581.32402157107,1469.4913617568,-0.448954838397903,1.03099609913916,"embryo1_Pos19","embryo1_Pos19_2",12976,4.7424850822928,-5.23207230052969,"Cardiomyocytes"
"embryo1_Pos19_cell330_z2","embryo1",240,126,"embryo1_Pos19_cell330_z2","embryo1","Pos19",2,1606.65524296694,1454.01069666976,0.368181335662449,0.531619806008678,"embryo1_Pos19","embryo1_Pos19_2",10384,1.74609403926118,-4.26169067984479,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell331_z2","embryo1",62,49,"embryo1_Pos19_cell331_z2","embryo1","Pos19",2,1606.57793735473,1459.41753091103,0.365687606236065,0.706033813791635,"embryo1_Pos19","embryo1_Pos19_2",3872,-1.29516462359181,-1.83009301524896,"Intermediate mesoderm"
"embryo1_Pos19_cell332_z2","embryo1",117,74,"embryo1_Pos19_cell332_z2","embryo1","Pos19",2,1606.93832671067,1471.07183290679,0.37731306933096,1.08197903946134,"embryo1_Pos19","embryo1_Pos19_2",4640,-5.16284169264947,-5.37407864453192,"Endothelium"
"embryo1_Pos19_cell333_z2","embryo1",47,39,"embryo1_Pos19_cell333_z2","embryo1","Pos19",2,1606.7018106539,1455.22623809396,0.369683519112485,0.570830819692802,"embryo1_Pos19","embryo1_Pos19_2",2336,2.17525438119988,-3.70115508295506,"Lateral plate mesoderm"
"embryo1_Pos19_cell334_z2","embryo1",225,119,"embryo1_Pos19_cell334_z2","embryo1","Pos19",2,1606.70497886937,1467.30042233035,0.36978571961167,0.960320633769861,"embryo1_Pos19","embryo1_Pos19_2",8304,2.74280494679046,-4.03761730120586,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell335_z2","embryo1",252,128,"embryo1_Pos19_cell335_z2","embryo1","Pos19",2,1607.37463907807,1457.38997635602,0.391387661827821,0.640628828146127,"embryo1_Pos19","embryo1_Pos19_2",9232,1.27953462493268,-4.37773159095192,"Intermediate mesoderm"
"embryo1_Pos19_cell336_z2","embryo1",172,97,"embryo1_Pos19_cell336_z2","embryo1","Pos19",2,1607.15945638021,1456.16453450521,0.38444628447742,0.601098445861972,"embryo1_Pos19","embryo1_Pos19_2",7440,2.1579859355055,-4.13298294494768,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell337_z2","embryo1",136,88,"embryo1_Pos19_cell337_z2","embryo1","Pos19",2,1607.07745651972,1465.53086053757,0.381801127687382,0.903237995293139,"embryo1_Pos19","embryo1_Pos19_2",5376,-5.0525763601702,-4.77064837596285,"Endothelium"
"embryo1_Pos19_cell338_z2","embryo1",236,137,"embryo1_Pos19_cell338_z2","embryo1","Pos19",2,1606.99924171899,1469.71765707141,0.379278069599508,1.03829594799743,"embryo1_Pos19","embryo1_Pos19_2",5136,-3.61691779888237,-4.19371213185458,"Haematoendothelial progenitors"
"embryo1_Pos19_cell339_z2","embryo1",396,166,"embryo1_Pos19_cell339_z2","embryo1","Pos19",2,1607.81753124756,1468.75289280733,0.405674506004942,1.00717452012398,"embryo1_Pos19","embryo1_Pos19_2",12816,2.49288996176294,-4.13011648686742,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell34_z2","embryo1",156,100,"embryo1_Pos19_cell34_z2","embryo1","Pos19",2,1581.20256522421,1475.29374353901,-0.452872785071023,1.21816970501691,"embryo1_Pos19","embryo1_Pos19_2",7376,4.37043346712921,-4.89858011338545,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell340_z2","embryo1",69,56,"embryo1_Pos19_cell340_z2","embryo1","Pos19",2,1607.21597853239,1471.86376219655,0.386269579709079,1.10752514558277,"embryo1_Pos19","embryo1_Pos19_2",3728,-5.48689686799532,-5.20206349167746,"Endothelium"
"embryo1_Pos19_cell341_z2","embryo1",102,73,"embryo1_Pos19_cell341_z2","embryo1","Pos19",2,1607.15195552638,1472.53922926272,0.384204321450795,1.12931440578177,"embryo1_Pos19","embryo1_Pos19_2",2928,-2.16211367389331,-2.52706192228256,"Intermediate mesoderm"
"embryo1_Pos19_cell342_z2","embryo1",142,83,"embryo1_Pos19_cell342_z2","embryo1","Pos19",2,1607.63716419956,1466.30504300302,0.399856214133962,0.928211623210586,"embryo1_Pos19","embryo1_Pos19_2",7296,-4.21683373491748,-4.23704694674435,"Haematoendothelial progenitors"
"embryo1_Pos19_cell343_z2","embryo1",66,50,"embryo1_Pos19_cell343_z2","embryo1","Pos19",2,1607.61348159131,1473.3192345502,0.399092259029089,1.15447586666807,"embryo1_Pos19","embryo1_Pos19_2",4816,4.35856151409207,-4.91441646638248,"Intermediate mesoderm"
"embryo1_Pos19_cell344_z2","embryo1",86,67,"embryo1_Pos19_cell344_z2","embryo1","Pos19",2,1607.5621029038,1459.4062058782,0.397434882012718,0.705668490152036,"embryo1_Pos19","embryo1_Pos19_2",3984,-4.13247166134565,-4.04700303811444,"Haematoendothelial progenitors"
"embryo1_Pos19_cell345_z2","embryo1",173,95,"embryo1_Pos19_cell345_z2","embryo1","Pos19",2,1607.82900115835,1454.37196990835,0.406044503127049,0.543273781447091,"embryo1_Pos19","embryo1_Pos19_2",7392,2.26027066335676,-4.20385078384107,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell346_z2","embryo1",185,110,"embryo1_Pos19_cell346_z2","embryo1","Pos19",2,1608.22579579941,1455.61642079941,0.418844330258111,0.58341735857816,"embryo1_Pos19","embryo1_Pos19_2",10256,2.10455706592984,-4.14172388635525,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell347_z2","embryo1",304,158,"embryo1_Pos19_cell347_z2","embryo1","Pos19",2,1608.28322098895,1458.7708656328,0.420696755727086,0.685173643526063,"embryo1_Pos19","embryo1_Pos19_2",7216,-4.16693752157553,-4.43230468699855,"Haematoendothelial progenitors"
"embryo1_Pos19_cell348_z2","embryo1",188,104,"embryo1_Pos19_cell348_z2","embryo1","Pos19",2,1608.2916154494,1467.55042780605,0.420967544773852,0.968385326534261,"embryo1_Pos19","embryo1_Pos19_2",8720,2.08315758215082,-4.05117288063338,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell349_z2","embryo1",156,97,"embryo1_Pos19_cell349_z2","embryo1","Pos19",2,1608.31870303792,1470.23296147243,0.421841337951918,1.05491867061114,"embryo1_Pos19","embryo1_Pos19_2",10048,2.35452513679718,-3.98964159601674,"Mixed mesenchymal mesoderm"
