"","orig.ident","nCount_RNA","nFeature_RNA","uniqueID","embryo","pos","z","x_global","y_global","x_global_affine","y_global_affine","embryo_pos","embryo_pos_z","Area","UMAP1","UMAP2","celltype_mapped_refined"
"embryo1_Pos19_cell35_z2","embryo1",421,186,"embryo1_Pos19_cell35_z2","embryo1","Pos19",2,1581.44862050173,1476.65738355945,-0.444935518054265,1.26215809277286,"embryo1_Pos19","embryo1_Pos19_2",11296,1.76398955601294,-3.73738425372273,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell350_z2","embryo1",114,79,"embryo1_Pos19_cell350_z2","embryo1","Pos19",2,1608.24095177284,1471.45946138822,0.419333232626713,1.09448318402367,"embryo1_Pos19","embryo1_Pos19_2",6240,2.23927418834515,-4.02578078466317,"Intermediate mesoderm"
"embryo1_Pos19_cell351_z2","embryo1",97,62,"embryo1_Pos19_cell351_z2","embryo1","Pos19",2,1608.35125199105,1472.48671290327,0.422891304181981,1.12762032967031,"embryo1_Pos19","embryo1_Pos19_2",4944,2.4144474153978,-3.77042526331536,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell352_z2","embryo1",98,73,"embryo1_Pos19_cell352_z2","embryo1","Pos19",2,1608.41638211149,1453.63497339253,0.424992275809117,0.519499700291696,"embryo1_Pos19","embryo1_Pos19_2",7088,1.307724975019,-3.37045622736484,"Intermediate mesoderm"
"embryo1_Pos19_cell353_z2","embryo1",69,49,"embryo1_Pos19_cell353_z2","embryo1","Pos19",2,1608.59465385604,1460.09449466717,0.430742977246318,0.727871354312434,"embryo1_Pos19","embryo1_Pos19_2",5104,1.96514836348352,-3.17568377970059,"Lateral plate mesoderm"
"embryo1_Pos19_cell354_z2","embryo1",107,76,"embryo1_Pos19_cell354_z2","embryo1","Pos19",2,1608.58700588215,1465.1013212065,0.430496268411083,0.889381887839001,"embryo1_Pos19","embryo1_Pos19_2",5488,1.54338250418072,-3.80273229957807,"Intermediate mesoderm"
"embryo1_Pos19_cell355_z2","embryo1",170,109,"embryo1_Pos19_cell355_z2","embryo1","Pos19",2,1608.59310013776,1457.33944864319,0.430692857301558,0.638998901925945,"embryo1_Pos19","embryo1_Pos19_2",6624,-4.97814336515899,-4.93642042777942,"Endothelium"
"embryo1_Pos19_cell356_z2","embryo1",118,74,"embryo1_Pos19_cell356_z2","embryo1","Pos19",2,1608.56033556001,1466.3258456703,0.429635935438611,0.928882676993936,"embryo1_Pos19","embryo1_Pos19_2",3808,1.79693287106449,-4.14498534745387,"Intermediate mesoderm"
"embryo1_Pos19_cell37_z2","embryo1",112,78,"embryo1_Pos19_cell37_z2","embryo1","Pos19",2,1581.28546084449,1479.26011672247,-0.450198732803692,1.34611722706397,"embryo1_Pos19","embryo1_Pos19_2",3360,-0.513433089827196,-0.932122906006815,"Splanchnic mesoderm"
"embryo1_Pos19_cell38_z2","embryo1",458,206,"embryo1_Pos19_cell38_z2","embryo1","Pos19",2,1581.94468440117,1478.10830491713,-0.428933456781778,1.308962007537,"embryo1_Pos19","embryo1_Pos19_2",12656,-4.50176621795952,-4.65253052873186,"Endothelium"
"embryo1_Pos19_cell39_z2","embryo1",221,131,"embryo1_Pos19_cell39_z2","embryo1","Pos19",2,1582.02856594634,1470.4868216325,-0.426227600486087,1.06310770803273,"embryo1_Pos19","embryo1_Pos19_2",10464,4.88206862221242,-5.32990058656036,"Cardiomyocytes"
"embryo1_Pos19_cell41_z2","embryo1",246,136,"embryo1_Pos19_cell41_z2","embryo1","Pos19",2,1581.99674427984,1474.48514427329,-0.427254105856996,1.19208585773558,"embryo1_Pos19","embryo1_Pos19_2",7632,2.42919600704343,-3.97274549474366,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell43_z2","embryo1",92,56,"embryo1_Pos19_cell43_z2","embryo1","Pos19",2,1581.70983168658,1462.04026123892,-0.43650935080089,0.790638017917082,"embryo1_Pos19","embryo1_Pos19_2",4624,-7.22455203623125,-0.963214510710745,"Erythroid"
"embryo1_Pos19_cell44_z2","embryo1",114,72,"embryo1_Pos19_cell44_z2","embryo1","Pos19",2,1581.91133886026,1472.63420288952,-0.430009119391833,1.13237807116225,"embryo1_Pos19","embryo1_Pos19_2",4512,4.98194847774032,-5.4036589468587,"Cardiomyocytes"
"embryo1_Pos19_cell45_z2","embryo1",103,70,"embryo1_Pos19_cell45_z2","embryo1","Pos19",2,1582.07670482879,1473.50474671709,-0.424674733310276,1.16046013011615,"embryo1_Pos19","embryo1_Pos19_2",3760,4.53949816911307,-5.25087096697614,"Cardiomyocytes"
"embryo1_Pos19_cell46_z2","embryo1",111,75,"embryo1_Pos19_cell46_z2","embryo1","Pos19",2,1582.29528513479,1456.95036755237,-0.417623755697463,0.626447898996204,"embryo1_Pos19","embryo1_Pos19_2",7280,-6.66761295335177,-1.07117902533139,"Erythroid"
"embryo1_Pos19_cell47_z2","embryo1",284,150,"embryo1_Pos19_cell47_z2","embryo1","Pos19",2,1582.44042209557,1479.9398786729,-0.41294191825299,1.36804503191648,"embryo1_Pos19","embryo1_Pos19_2",9776,-4.67285668853843,-4.83432898076545,"Haematoendothelial progenitors"
"embryo1_Pos19_cell48_z2","embryo1",595,213,"embryo1_Pos19_cell48_z2","embryo1","Pos19",2,1583.21822818412,1471.49060111993,-0.387851399267255,1.09548769149811,"embryo1_Pos19","embryo1_Pos19_2",18288,4.69486226067219,-5.32545326307845,"Cardiomyocytes"
"embryo1_Pos19_cell5_z2","embryo1",76,62,"embryo1_Pos19_cell5_z2","embryo1","Pos19",2,1578.50327922804,1468.72588385359,-0.539946526882773,1.00630326355181,"embryo1_Pos19","embryo1_Pos19_2",3632,4.82492180140065,-5.39220009158205,"Cardiomyocytes"
"embryo1_Pos19_cell50_z2","embryo1",259,133,"embryo1_Pos19_cell50_z2","embryo1","Pos19",2,1582.63444936299,1476.21412204887,-0.406682974142448,1.24785933436721,"embryo1_Pos19","embryo1_Pos19_2",8016,2.62118579729498,-3.97681498842453,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell53_z2","embryo1",98,78,"embryo1_Pos19_cell53_z2","embryo1","Pos19",2,1582.84214839698,1473.6541783503,-0.399983005304186,1.16528050538101,"embryo1_Pos19","embryo1_Pos19_2",3856,4.60318929475062,-5.04335843909296,"Cardiomyocytes"
"embryo1_Pos19_cell54_z2","embryo1",151,94,"embryo1_Pos19_cell54_z2","embryo1","Pos19",2,1583.14792140526,1469.33702222607,-0.390119359875726,1.02601740459938,"embryo1_Pos19","embryo1_Pos19_2",5056,4.86564310522534,-5.33943706188335,"Cardiomyocytes"
"embryo1_Pos19_cell55_z2","embryo1",312,169,"embryo1_Pos19_cell55_z2","embryo1","Pos19",2,1583.56758347115,1478.84680906421,-0.376581873879466,1.33278472195882,"embryo1_Pos19","embryo1_Pos19_2",10960,1.64211427516546,-3.7724008122073,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell56_z2","embryo1",202,111,"embryo1_Pos19_cell56_z2","embryo1","Pos19",2,1583.42346191406,1475.60241699219,-0.381230956365997,1.22812691318388,"embryo1_Pos19","embryo1_Pos19_2",7936,2.57049954161796,-4.10737252082471,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell58_z2","embryo1",534,210,"embryo1_Pos19_cell58_z2","embryo1","Pos19",2,1584.28268245282,1477.48601050046,-0.353514164793317,1.28888799409603,"embryo1_Pos19","embryo1_Pos19_2",16160,1.98607019047214,-4.26253041176959,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell6_z2","embryo1",378,161,"embryo1_Pos19_cell6_z2","embryo1","Pos19",2,1579.44023186604,1470.13437673697,-0.50972224823753,1.05173851785425,"embryo1_Pos19","embryo1_Pos19_2",16192,4.70790420119376,-5.15477424205058,"Cardiomyocytes"
"embryo1_Pos19_cell60_z2","embryo1",131,93,"embryo1_Pos19_cell60_z2","embryo1","Pos19",2,1583.68494962703,1474.24156266552,-0.372795868850908,1.18422838651716,"embryo1_Pos19","embryo1_Pos19_2",5664,2.6798353677828,-4.06554940168033,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell61_z2","embryo1",111,64,"embryo1_Pos19_cell61_z2","embryo1","Pos19",2,1583.73561281271,1473.09795171938,-0.371161572538639,1.14733771083531,"embryo1_Pos19","embryo1_Pos19_2",5936,4.93021610248449,-5.46268760566577,"Cardiomyocytes"
"embryo1_Pos19_cell62_z2","embryo1",233,135,"embryo1_Pos19_cell62_z2","embryo1","Pos19",2,1583.70467659663,1480.39433072285,-0.372159514992781,1.38270477546319,"embryo1_Pos19","embryo1_Pos19_2",8240,-4.9184954381512,-4.53750613857268,"Haematoendothelial progenitors"
"embryo1_Pos19_cell64_z2","embryo1",200,122,"embryo1_Pos19_cell64_z2","embryo1","Pos19",2,1584.23577434261,1466.98232858549,-0.355027329638766,0.95005954522599,"embryo1_Pos19","embryo1_Pos19_2",9840,-5.37837711235788,-4.75180927436873,"Endothelium"
"embryo1_Pos19_cell65_z2","embryo1",147,89,"embryo1_Pos19_cell65_z2","embryo1","Pos19",2,1584.66761206872,1472.2417799939,-0.341097080409462,1.11971926807787,"embryo1_Pos19","embryo1_Pos19_2",8608,5.03331135323818,-5.28535833514601,"Cardiomyocytes"
"embryo1_Pos19_cell67_z2","embryo1",83,54,"embryo1_Pos19_cell67_z2","embryo1","Pos19",2,1584.27726766897,1475.30275822129,-0.353688835240014,1.21846050121957,"embryo1_Pos19","embryo1_Pos19_2",3440,-1.60321357339096,-2.1239165931584,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell68_z2","embryo1",366,162,"embryo1_Pos19_cell68_z2","embryo1","Pos19",2,1585.23265773967,1476.30536080792,-0.322869800701191,1.25080252014306,"embryo1_Pos19","embryo1_Pos19_2",13216,2.32335150144897,-4.13772880056818,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell69_z2","embryo1",215,124,"embryo1_Pos19_cell69_z2","embryo1","Pos19",2,1585.07910983845,1455.09451138771,-0.327822958805001,0.566581571104024,"embryo1_Pos19","embryo1_Pos19_2",7552,-5.25991804207554,-4.69589264060501,"Endothelium"
"embryo1_Pos19_cell7_z2","embryo1",39,27,"embryo1_Pos19_cell7_z2","embryo1","Pos19",2,1578.2575888467,1470.05278388604,-0.547872023055106,1.0491064904048,"embryo1_Pos19","embryo1_Pos19_2",2288,4.96724673646467,-5.28463250911298,"Cardiomyocytes"
"embryo1_Pos19_cell70_z2","embryo1",64,46,"embryo1_Pos19_cell70_z2","embryo1","Pos19",2,1584.55999176196,1455.76448067606,-0.344568703208054,0.588193483631542,"embryo1_Pos19","embryo1_Pos19_2",2864,-5.45527808822743,-4.91436430672781,"Endothelium"
"embryo1_Pos19_cell71_z2","embryo1",79,58,"embryo1_Pos19_cell71_z2","embryo1","Pos19",2,1584.76882646669,1474.62748654923,-0.337832099829747,1.19667754405634,"embryo1_Pos19","embryo1_Pos19_2",4240,2.19244640026713,-3.68882821569559,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell72_z2","embryo1",135,95,"embryo1_Pos19_cell72_z2","embryo1","Pos19",2,1584.81079101562,1479.6318359375,-0.336478404702689,1.35810816948428,"embryo1_Pos19","embryo1_Pos19_2",3968,1.99631382536253,-3.83973598409212,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell73_z2","embryo1",123,82,"embryo1_Pos19_cell73_z2","embryo1","Pos19",2,1585.16249712776,1473.55346679688,-0.325133046246805,1.16203174559315,"embryo1_Pos19","embryo1_Pos19_2",8432,1.82857776411711,-3.46271394439795,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell74_z2","embryo1",138,103,"embryo1_Pos19_cell74_z2","embryo1","Pos19",2,1585.14874830633,1456.72248778396,-0.325576556615417,0.619096938724923,"embryo1_Pos19","embryo1_Pos19_2",8672,-4.57695385291805,-4.40753408617905,"Endothelium"
"embryo1_Pos19_cell75_z2","embryo1",201,104,"embryo1_Pos19_cell75_z2","embryo1","Pos19",2,1585.21752466862,1471.12944891328,-0.323357964283602,1.08383762031605,"embryo1_Pos19","embryo1_Pos19_2",6752,4.85823100711551,-5.31949748586587,"Cardiomyocytes"
"embryo1_Pos19_cell76_z2","embryo1",204,126,"embryo1_Pos19_cell76_z2","embryo1","Pos19",2,1585.32975964398,1469.02933995864,-0.319737481207468,1.01609217016621,"embryo1_Pos19","embryo1_Pos19_2",9248,4.78471101030955,-5.23530146429269,"Cardiomyocytes"
"embryo1_Pos19_cell77_z2","embryo1",447,206,"embryo1_Pos19_cell77_z2","embryo1","Pos19",2,1585.72173707243,1478.71872724976,-0.307093048031518,1.32865305052496,"embryo1_Pos19","embryo1_Pos19_2",11504,2.21954636210297,-3.85898867967966,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell79_z2","embryo1",137,93,"embryo1_Pos19_cell79_z2","embryo1","Pos19",2,1585.48293394431,1480.09220377604,-0.314796374745086,1.37295874492111,"embryo1_Pos19","embryo1_Pos19_2",6240,2.07285183859982,-3.60379248728526,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell8_z2","embryo1",284,137,"embryo1_Pos19_cell8_z2","embryo1","Pos19",2,1578.92075195313,1471.48071289062,-0.526479664783338,1.09516871635928,"embryo1_Pos19","embryo1_Pos19_2",9920,4.68978724501063,-5.25757800135272,"Cardiomyocytes"
"embryo1_Pos19_cell80_z2","embryo1",247,121,"embryo1_Pos19_cell80_z2","embryo1","Pos19",2,1585.54565429688,1466.86721535497,-0.312773137565593,0.94634621520914,"embryo1_Pos19","embryo1_Pos19_2",9536,-6.9375983110701,-1.38235735797245,"Erythroid"
"embryo1_Pos19_cell81_z2","embryo1",143,92,"embryo1_Pos19_cell81_z2","embryo1","Pos19",2,1585.66336220189,1467.93117804276,-0.308976108371517,0.98066759223471,"embryo1_Pos19","embryo1_Pos19_2",4864,-5.34640781236743,-4.1328616344444,"Endothelium"
"embryo1_Pos19_cell82_z2","embryo1",291,143,"embryo1_Pos19_cell82_z2","embryo1","Pos19",2,1586.14474969161,1474.49942663418,-0.29344747967086,1.19254657905459,"embryo1_Pos19","embryo1_Pos19_2",11248,3.28067108223092,-0.754952991441651,"Surface ectoderm"
"embryo1_Pos19_cell83_z2","embryo1",166,81,"embryo1_Pos19_cell83_z2","embryo1","Pos19",2,1586.06851763701,1470.0122646926,-0.295906578206299,1.04779941964892,"embryo1_Pos19","embryo1_Pos19_2",6368,4.91584817352031,-5.45221017828292,"Cardiomyocytes"
"embryo1_Pos19_cell84_z2","embryo1",183,115,"embryo1_Pos19_cell84_z2","embryo1","Pos19",2,1586.02066413276,1472.9111556458,-0.297450239633939,1.14131203104221,"embryo1_Pos19","embryo1_Pos19_2",4448,4.00253444606381,-4.82061039226353,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell85_z2","embryo1",72,47,"embryo1_Pos19_cell85_z2","embryo1","Pos19",2,1586.11588412492,1472.10914636037,-0.294378626983587,1.11544076377032,"embryo1_Pos19","embryo1_Pos19_2",3024,4.93845611349027,-5.35666250961929,"Cardiomyocytes"
"embryo1_Pos19_cell86_z2","embryo1",140,84,"embryo1_Pos19_cell86_z2","embryo1","Pos19",2,1586.40794270833,1456.3077094184,-0.284957382357263,0.605716991448887,"embryo1_Pos19","embryo1_Pos19_2",5760,-5.61063660155279,-4.89918437037091,"Endothelium"
"embryo1_Pos19_cell87_z2","embryo1",382,174,"embryo1_Pos19_cell87_z2","embryo1","Pos19",2,1586.97820578633,1477.41538063667,-0.266561799196154,1.28660961139299,"embryo1_Pos19","embryo1_Pos19_2",14032,2.29212207087521,-3.99212812029238,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell88_z2","embryo1",89,70,"embryo1_Pos19_cell88_z2","embryo1","Pos19",2,1586.27099977426,1480.3937718377,-0.289374896359561,1.38268674691022,"embryo1_Pos19","embryo1_Pos19_2",3184,0.268441555878697,-1.59182972123012,"Splanchnic mesoderm"
"embryo1_Pos19_cell89_z2","embryo1",146,83,"embryo1_Pos19_cell89_z2","embryo1","Pos19",2,1586.54762745393,1470.94512344752,-0.280451422822004,1.07789163754932,"embryo1_Pos19","embryo1_Pos19_2",6240,4.63665764428075,-5.24728974489524,"Cardiomyocytes"
"embryo1_Pos19_cell9_z2","embryo1",92,69,"embryo1_Pos19_cell9_z2","embryo1","Pos19",2,1578.41039831283,1472.28479159741,-0.542942685437936,1.1211067391587,"embryo1_Pos19","embryo1_Pos19_2",3760,-0.0660968089214723,-0.0718556090825265,"Splanchnic mesoderm"
"embryo1_Pos19_cell90_z2","embryo1",270,141,"embryo1_Pos19_cell90_z2","embryo1","Pos19",2,1586.70733924279,1475.84282226563,-0.275299429632902,1.23588192200445,"embryo1_Pos19","embryo1_Pos19_2",8320,2.02177946675793,-3.89287112398507,"Mixed mesenchymal mesoderm"
"embryo1_Pos19_cell91_z2","embryo1",67,53,"embryo1_Pos19_cell91_z2","embryo1","Pos19",2,1586.6316430024,1468.85168777066,-0.277741243839003,1.01036145442485,"embryo1_Pos19","embryo1_Pos19_2",4272,4.80666833911171,-5.40314986388787,"Cardiomyocytes"
"embryo1_Pos19_cell92_z2","embryo1",109,61,"embryo1_Pos19_cell92_z2","embryo1","Pos19",2,1587.15806899575,1466.70653492946,-0.26075976018258,0.941162975676455,"embryo1_Pos19","embryo1_Pos19_2",9232,-7.36396239211685,-1.01376965040912,"Erythroid"
"embryo1_Pos19_cell94_z2","embryo1",253,140,"embryo1_Pos19_cell94_z2","embryo1","Pos19",2,1587.25916020358,1479.74468688472,-0.257498753478359,1.36174852262036,"embryo1_Pos19","embryo1_Pos19_2",9904,-4.66793500935812,-4.54066511804744,"Haematoendothelial progenitors"
"embryo1_Pos19_cell95_z2","embryo1",92,58,"embryo1_Pos19_cell95_z2","embryo1","Pos19",2,1587.34862076969,1471.45237287171,-0.254612928765141,1.09425452220063,"embryo1_Pos19","embryo1_Pos19_2",7136,4.79607263803183,-5.21620344734007,"Cardiomyocytes"
"embryo1_Pos19_cell96_z2","embryo1",155,90,"embryo1_Pos19_cell96_z2","embryo1","Pos19",2,1587.0698054387,1472.55974559295,-0.263606971700213,1.12997622288586,"embryo1_Pos19","embryo1_Pos19_2",4992,4.96839625304797,-5.5239712314413,"Cardiomyocytes"
"embryo1_Pos19_cell99_z2","embryo1",99,63,"embryo1_Pos19_cell99_z2","embryo1","Pos19",2,1587.24074662642,1469.78136452415,-0.258092739838318,1.04035102711808,"embryo1_Pos19","embryo1_Pos19_2",4400,4.84521133954323,-5.29849896671942,"Cardiomyocytes"
"embryo1_Pos20_cell10_z2","embryo1",373,160,"embryo1_Pos20_cell10_z2","embryo1","Pos20",2,1547.62888380555,1468.49876463928,-1.53589476631794,0.998976837283529,"embryo1_Pos20","embryo1_Pos20_2",8528,4.24253671222836,0.566087651191562,"Gut tube"
"embryo1_Pos20_cell100_z2","embryo1",141,99,"embryo1_Pos20_cell100_z2","embryo1","Pos20",2,1552.96484436808,1483.47912443137,-1.36376700623648,1.48221424993167,"embryo1_Pos20","embryo1_Pos20_2",6320,-0.24625507395266,-1.4971661279561,"Splanchnic mesoderm"
"embryo1_Pos20_cell102_z2","embryo1",467,173,"embryo1_Pos20_cell102_z2","embryo1","Pos20",2,1553.20346875244,1462.77649216061,-1.35606944545045,0.81438740248786,"embryo1_Pos20","embryo1_Pos20_2",12784,4.69148514161171,-5.29306620180159,"Cardiomyocytes"
"embryo1_Pos20_cell103_z2","embryo1",262,126,"embryo1_Pos20_cell103_z2","embryo1","Pos20",2,1552.92163419235,1467.02664965737,-1.36516088287276,0.951489257222022,"embryo1_Pos20","embryo1_Pos20_2",4688,1.00175001135111,-3.02038874054196,"Splanchnic mesoderm"
"embryo1_Pos20_cell104_z2","embryo1",64,41,"embryo1_Pos20_cell104_z2","embryo1","Pos20",2,1552.57057347791,1473.13648134429,-1.37648542204835,1.14858060196134,"embryo1_Pos20","embryo1_Pos20_2",2320,-0.0911731172459559,2.21227463777869,"Splanchnic mesoderm"
"embryo1_Pos20_cell105_z2","embryo1",199,88,"embryo1_Pos20_cell105_z2","embryo1","Pos20",2,1553.00613924352,1468.10087056974,-1.36243491348023,0.98614154471786,"embryo1_Pos20","embryo1_Pos20_2",6560,0.833008298451516,-2.26880902186794,"Splanchnic mesoderm"
"embryo1_Pos20_cell106_z2","embryo1",53,40,"embryo1_Pos20_cell106_z2","embryo1","Pos20",2,1553.00480784018,1474.09718911479,-1.36247786197504,1.17957117520326,"embryo1_Pos20","embryo1_Pos20_2",2032,0.333857577821154,2.10278923932173,"Splanchnic mesoderm"
"embryo1_Pos20_cell107_z2","embryo1",135,63,"embryo1_Pos20_cell107_z2","embryo1","Pos20",2,1553.29224623528,1474.97722132586,-1.35320565568153,1.2079593110443,"embryo1_Pos20","embryo1_Pos20_2",5520,0.329815387310255,1.25501243484131,"Splanchnic mesoderm"
"embryo1_Pos20_cell108_z2","embryo1",178,73,"embryo1_Pos20_cell108_z2","embryo1","Pos20",2,1553.39346848151,1471.71989831642,-1.34994042193217,1.10288437525579,"embryo1_Pos20","embryo1_Pos20_2",5936,0.644036958052748,-1.90435542671059,"Splanchnic mesoderm"
"embryo1_Pos20_cell109_z2","embryo1",239,101,"embryo1_Pos20_cell109_z2","embryo1","Pos20",2,1554.02236320337,1474.07802570836,-1.32965349542046,1.17895300080229,"embryo1_Pos20","embryo1_Pos20_2",10032,0.775790903510177,-2.11962288483433,"Splanchnic mesoderm"
"embryo1_Pos20_cell11_z2","embryo1",122,73,"embryo1_Pos20_cell11_z2","embryo1","Pos20",2,1547.38317196333,1469.64198556258,-1.54382095477666,1.03585493158359,"embryo1_Pos20","embryo1_Pos20_2",3184,3.34114694023093,0.377886552087286,"Gut tube"
"embryo1_Pos20_cell110_z2","embryo1",232,126,"embryo1_Pos20_cell110_z2","embryo1","Pos20",2,1553.62799432664,1455.34519670759,-1.3423750720894,0.574668194325874,"embryo1_Pos20","embryo1_Pos20_2",8400,-5.45974216931298,-4.74559044260223,"Endothelium"
"embryo1_Pos20_cell111_z2","embryo1",255,117,"embryo1_Pos20_cell111_z2","embryo1","Pos20",2,1553.46057266064,1460.66079540467,-1.34777577099256,0.746139120038151,"embryo1_Pos20","embryo1_Pos20_2",5696,-5.27468985627854,-4.85912432204169,"Endothelium"
"embryo1_Pos20_cell112_z2","embryo1",417,164,"embryo1_Pos20_cell112_z2","embryo1","Pos20",2,1553.63338618733,1465.7582481573,-1.34220114109917,0.910573079800379,"embryo1_Pos20","embryo1_Pos20_2",9056,-3.63807315078345,-3.86250783806714,"Splanchnic mesoderm"
"embryo1_Pos20_cell113_z2","embryo1",261,108,"embryo1_Pos20_cell113_z2","embryo1","Pos20",2,1553.9010310367,1472.72698543312,-1.3335674362808,1.13537105643967,"embryo1_Pos20","embryo1_Pos20_2",7472,0.525299640737614,-2.15867901020878,"Splanchnic mesoderm"
"embryo1_Pos20_cell114_z2","embryo1",113,62,"embryo1_Pos20_cell114_z2","embryo1","Pos20",2,1553.47599283854,1479.49361535275,-1.34727834589893,1.35364944094384,"embryo1_Pos20","embryo1_Pos20_2",4224,-0.633765958974007,-0.243872786412315,"Splanchnic mesoderm"
"embryo1_Pos20_cell115_z2","embryo1",150,75,"embryo1_Pos20_cell115_z2","embryo1","Pos20",2,1553.71762358567,1470.33963328394,-1.33948380566904,1.05835969678893,"embryo1_Pos20","embryo1_Pos20_2",4640,0.668741571562003,-2.34693268098021,"Splanchnic mesoderm"
"embryo1_Pos20_cell116_z2","embryo1",80,52,"embryo1_Pos20_cell116_z2","embryo1","Pos20",2,1553.68888346354,1482.49943033854,-1.3404109063828,1.45061121467918,"embryo1_Pos20","embryo1_Pos20_2",4464,-0.314411634745354,1.19346482899969,"Splanchnic mesoderm"
